date,Realized_SPX,Realized_SX5E
20180517,10.697383901841032,6.6296682251234955
20180516,10.69714551868281,6.127963667735008
20180515,11.222951512583151,7.1528285293176825
20180514,11.238907418500837,7.328046099416334
20180511,11.359339892222769,7.196993014014685
20180510,11.695611705489354,7.59130346397749
20180509,11.403157247511674,7.8319124877316595
20180508,12.325262490917195,8.115519264787844
20180507,12.629283656393863,8.292111715746435
20180504,14.517383444014953,8.312747471244
20180503,14.032883495590434,12.197016345620467
20180502,14.566442157111908,11.975339622855218
20180501,14.992102756837959,11.947328599139396
20180430,15.335732215960387,12.242340977544966
20180427,17.05786274246992,12.111500793168094
20180426,17.73075934971849,12.46292063589592
20180425,17.374655810168242,12.387470712054926
20180424,18.431543775107436,12.80319804425672
20180423,18.26291071255152,13.133858653477166
20180420,21.538259083278092,13.901352819725393
20180419,23.161824388470897,14.951766130283605
20180418,23.08125232603948,14.98960125386455
20180417,23.085351330509337,15.039663425722557
20180416,23.36804704868469,14.934218339628169
20180413,23.166703361955634,15.387741737382754
20180412,23.1456321374846,15.570578472908728
20180411,23.051375003289106,15.381488041063559
20180410,23.078842024017987,15.615942573823787
20180409,22.89473371882764,15.818486228798296
20180406,23.11213875119553,15.448213105078912
20180405,21.789284158736635,15.735423781280163
20180404,21.6542957193925,12.788447984192587
20180403,21.28661021003917,12.772180448252735
20180402,21.357087262710706,13.00814138949071
20180329,19.762403580614667,15.43368656234396
20180328,19.57164170465057,15.233594823613897
20180327,20.041212849291583,15.169290941507466
20180326,19.582265212741497,14.98932518708508
20180323,18.049496241452587,14.679468253739644
20180322,16.492933829432303,13.719448987262266
20180321,14.061463613434327,12.610963455380528
20180320,14.19276780225264,12.861200694201608
20180319,14.533758588734418,13.054852742176456
20180316,13.290179338803961,12.713366939644782
20180315,13.912301412521627,12.65746658782742
20180314,14.654299255102027,12.789010570321398
20180313,14.546843089569842,13.080340670993737
20180312,14.732824234832034,12.980218314116748
20180309,15.99424039358041,14.38400754417919
20180308,19.895826399588053,16.36113722334995
20180307,19.911835989056776,17.04702685861629
20180306,20.7925190972647,18.92121818286966
20180305,21.28544655664632,19.386618363037517
20180302,26.120677630179024,19.877665102686144
20180301,26.062795487014167,18.59607166440547
20180228,25.645779986449597,18.155232964643222
20180227,25.63546991518747,18.38396639931975
20180226,25.873347442481524,18.830551829257754
20180223,25.362605684315348,18.325582799141866
20180222,24.758096979696752,18.343003991122508
20180221,24.756562515199516,18.5475406737096
20180220,24.694292243723076,18.55270439257702
20180219,25.21852199657853,18.79885198641676
20180216,24.81396996687045,18.50444019705973
20180215,24.819959795562273,18.131393758339147
20180214,24.683948129963127,18.039126665142707
20180213,24.280102898327833,17.817469164885562
20180212,24.862452451355374,18.027151041949928
20180209,23.900245407026045,17.12211340295292
20180208,23.46787062492562,16.34045317256793
20180207,19.371077581833077,14.395895031942036
20180206,19.298318320558135,13.087177683014003
20180205,18.79831940480036,10.238713913418954
20180202,11.518673097935137,9.754657917736713
20180201,8.914934441556593,10.033235755550297
20180131,9.181925451743874,9.745889709169846
20180130,9.407073698708256,9.98343824436572
20180129,8.78764428298853,9.571903754396617
20180126,8.923618102016649,9.645627669836886
20180125,7.9116446822146695,9.845692381475498
20180124,7.913731290057578,9.767996439204278
20180123,8.116753489846289,9.594689741436929
20180122,8.299475727679742,9.831647477904635
20180119,7.541285522197552,9.598399464832024
20180118,7.406313908169772,9.359802507738758
20180117,7.389004327971187,9.800426557932758
20180116,6.658740851083006,10.137751975730563
20180115,6.712443022749751,10.361962972637235
20180112,7.554237940690737,11.250553705512447
20180111,7.29873864170269,11.414056595369598
20180110,6.840000179989639,11.474470988487775
20180109,6.851207810794634,11.546555568034085
20180108,7.02206698435185,11.84438095135346
20180105,7.190482419626629,11.68177448340581
20180104,6.806186558451073,11.06294134114191
20180103,6.646947934042475,9.293909189340113
20180102,6.3755368172153855,9.083544080545801
20171229,5.536837509572949,10.865565935203405
20171228,5.9698177721288745,10.851725565237844
20171227,5.935727750411284,10.556002375186598
