date,value,item,name
20180521,3572.57,level,STOXX50E
20180522,3587.25,level,STOXX50E
20180523,3541.82,level,STOXX50E
20180524,3521.76,level,STOXX50E
20180525,3515.36,level,STOXX50E
20180528,3482.64,level,STOXX50E
20180529,3428.14,level,STOXX50E
20180530,3441.19,level,STOXX50E
20180531,3406.65,level,STOXX50E
20180601,3453.54,level,STOXX50E
20180604,3469.57,level,STOXX50E
20180605,3456.79,level,STOXX50E
20180606,3460.82,level,STOXX50E
20180607,3459.77,level,STOXX50E
20180608,3447.3,level,STOXX50E
20180611,3480.22,level,STOXX50E
20180612,3475.58,level,STOXX50E
20180613,3479.56,level,STOXX50E
20180614,3527.11,level,STOXX50E
20180615,3505.02,level,STOXX50E
20180618,3466.65,level,STOXX50E
20180619,3435.3,level,STOXX50E
20180620,3439.6,level,STOXX50E
20180621,3403.51,level,STOXX50E
20180622,3441.6,level,STOXX50E
20180625,3369.21,level,STOXX50E
20180626,3368.72,level,STOXX50E
20180627,3397.13,level,STOXX50E
20180628,3365.52,level,STOXX50E
20180629,3395.6,level,STOXX50E
20180702,3372.21,level,STOXX50E
20180703,3406.34,level,STOXX50E
20180704,3412.03,level,STOXX50E
20180705,3440.92,level,STOXX50E
20180706,3448.49,level,STOXX50E
20180709,3460.44,level,STOXX50E
20180710,3473.31,level,STOXX50E
20180711,3422.35,level,STOXX50E
20180712,3445.49,level,STOXX50E
20180713,3454.54,level,STOXX50E
20180716,3449.08,level,STOXX50E
20180717,3457.5,level,STOXX50E
20180718,3485.08,level,STOXX50E
20180719,3471.64,level,STOXX50E
20180720,3460.03,level,STOXX50E
20180723,3454.05,level,STOXX50E
20180724,3483.31,level,STOXX50E
20180725,3468.45,level,STOXX50E
20180726,3509.26,level,STOXX50E
20180727,3527.18,level,STOXX50E
20180730,3512.31,level,STOXX50E
20180731,3525.49,level,STOXX50E
20180801,3509.23,level,STOXX50E
20180802,3469.21,level,STOXX50E
20180803,3482.4,level,STOXX50E
20180806,3483.3,level,STOXX50E
20180807,3504.37,level,STOXX50E
20180808,3493.6,level,STOXX50E
20180809,3494.13,level,STOXX50E
20180810,3426.28,level,STOXX50E
20180813,3409.68,level,STOXX50E
20180814,3409.44,level,STOXX50E
20180815,3359.08,level,STOXX50E
20180816,3377.56,level,STOXX50E
20180817,3372.94,level,STOXX50E
20180820,3393.67,level,STOXX50E
20180821,3411.66,level,STOXX50E
20180822,3420.18,level,STOXX50E
20180823,3419.26,level,STOXX50E
20180824,3427.44,level,STOXX50E
20180827,3456.01,level,STOXX50E
20180828,3447.57,level,STOXX50E
20180829,3456.13,level,STOXX50E
20180830,3430.99,level,STOXX50E
20180831,3392.9,level,STOXX50E
20180903,3394.99,level,STOXX50E
20180904,3359.36,level,STOXX50E
20180905,3315.62,level,STOXX50E
20180906,3295.95,level,STOXX50E
20180907,3293.36,level,STOXX50E
20180910,3309.28,level,STOXX50E
20180911,3311.66,level,STOXX50E
20180912,3326.6,level,STOXX50E
20180913,3333.68,level,STOXX50E
20180914,3344.63,level,STOXX50E
20180917,3346.11,level,STOXX50E
20180918,3358.46,level,STOXX50E
20180919,3368.56,level,STOXX50E
20180920,3403.12,level,STOXX50E
20180921,3430.81,level,STOXX50E
20180924,3410.44,level,STOXX50E
20180925,3419.78,level,STOXX50E
20180926,3433.15,level,STOXX50E
20180927,3449.79,level,STOXX50E
20180928,3399.2,level,STOXX50E
20181001,3414.16,level,STOXX50E
20181002,3388.99,level,STOXX50E
20181003,3405.48,level,STOXX50E
20181004,3375.08,level,STOXX50E
20181005,3345.51,level,STOXX50E
20181008,3309.72,level,STOXX50E
20181009,3321.79,level,STOXX50E
20181010,3266.9,level,STOXX50E
20181011,3209.19,level,STOXX50E
20181012,3194.41,level,STOXX50E
20181015,3210.37,level,STOXX50E
20181016,3257.34,level,STOXX50E
20181017,3243.08,level,STOXX50E
20181018,3211.59,level,STOXX50E
20181019,3210.82,level,STOXX50E
20181022,3190.09,level,STOXX50E
20181023,3140.94,level,STOXX50E
20181024,3130.33,level,STOXX50E
20181025,3164.4,level,STOXX50E
20181026,3134.89,level,STOXX50E
20181029,3154.93,level,STOXX50E
20181030,3147.13,level,STOXX50E
20181031,3197.51,level,STOXX50E
20181101,3204.21,level,STOXX50E
20181102,3214.41,level,STOXX50E
20181105,3217.37,level,STOXX50E
20181106,3207.42,level,STOXX50E
20181107,3246.16,level,STOXX50E
20181108,3237.6,level,STOXX50E
20181109,3229.49,level,STOXX50E
20181112,3194.08,level,STOXX50E
20181113,3224.82,level,STOXX50E
20181114,3205.36,level,STOXX50E
20181115,3190.31,level,STOXX50E
20181116,3180.74,level,STOXX50E
20181119,3160.33,level,STOXX50E
20181120,3116.07,level,STOXX50E
20181121,3153.91,level,STOXX50E
20181122,3126.67,level,STOXX50E
20181123,3137.21,level,STOXX50E
20181126,3172.71,level,STOXX50E
20181127,3166.42,level,STOXX50E
20181128,3168.29,level,STOXX50E
20181129,3174.16,level,STOXX50E
20181130,3173.13,level,STOXX50E
20181203,3214.99,level,STOXX50E
20181204,3189.25,level,STOXX50E
20181205,3150.27,level,STOXX50E
20181206,3045.94,level,STOXX50E
20181207,3058.53,level,STOXX50E
20181210,3016.99,level,STOXX50E
20181211,3055.32,level,STOXX50E
20181212,3107.97,level,STOXX50E
20181213,3112.17,level,STOXX50E
20181214,3092.6,level,STOXX50E
20181217,3063.65,level,STOXX50E
20181218,3040.13,level,STOXX50E
20181219,3051.38,level,STOXX50E
20181220,3000.06,level,STOXX50E
20181221,3000.61,level,STOXX50E
20181224,2973.78,level,STOXX50E
