date,value,item,name,tenor
20170830,0.16513,varswap,STOXX50E,1m
20170831,0.157381,varswap,STOXX50E,1m
20170901,0.146496,varswap,STOXX50E,1m
20170905,0.16791,varswap,STOXX50E,1m
20170906,0.164648,varswap,STOXX50E,1m
20170907,0.15332,varswap,STOXX50E,1m
20170908,0.154504,varswap,STOXX50E,1m
20170911,0.133912,varswap,STOXX50E,1m
20170913,0.127415,varswap,STOXX50E,1m
20170914,0.129003,varswap,STOXX50E,1m
20170915,0.126955,varswap,STOXX50E,1m
20170918,0.119966,varswap,STOXX50E,1m
20170919,0.117269,varswap,STOXX50E,1m
20170920,0.119514,varswap,STOXX50E,1m
20170921,0.112655,varswap,STOXX50E,1m
20170922,0.119999,varswap,STOXX50E,1m
20170925,0.120773,varswap,STOXX50E,1m
20170926,0.123038,varswap,STOXX50E,1m
20170927,0.123955,varswap,STOXX50E,1m
20170928,0.123156,varswap,STOXX50E,1m
20170929,0.124747,varswap,STOXX50E,1m
20171003,0.124199,varswap,STOXX50E,1m
20171004,0.132527,varswap,STOXX50E,1m
20171005,0.126691,varswap,STOXX50E,1m
20171006,0.131264,varswap,STOXX50E,1m
20171009,0.12775,varswap,STOXX50E,1m
20171010,0.135262,varswap,STOXX50E,1m
20171011,0.129243,varswap,STOXX50E,1m
20171012,0.126391,varswap,STOXX50E,1m
20171013,0.123036,varswap,STOXX50E,1m
20171016,0.118644,varswap,STOXX50E,1m
20171017,0.118758,varswap,STOXX50E,1m
20171018,0.111211,varswap,STOXX50E,1m
20171019,0.124148,varswap,STOXX50E,1m
20171020,0.125047,varswap,STOXX50E,1m
20171023,0.123229,varswap,STOXX50E,1m
20171024,0.131144,varswap,STOXX50E,1m
20171025,0.146964,varswap,STOXX50E,1m
20171026,0.129968,varswap,STOXX50E,1m
20171027,0.129472,varswap,STOXX50E,1m
20171030,0.125306,varswap,STOXX50E,1m
20171031,0.117514,varswap,STOXX50E,1m
20171101,0.114496,varswap,STOXX50E,1m
20171102,0.117371,varswap,STOXX50E,1m
20171103,0.114044,varswap,STOXX50E,1m
20171106,0.110219,varswap,STOXX50E,1m
20171107,0.116506,varswap,STOXX50E,1m
20171108,0.120116,varswap,STOXX50E,1m
20171109,0.137423,varswap,STOXX50E,1m
20171110,0.144152,varswap,STOXX50E,1m
20171113,0.139735,varswap,STOXX50E,1m
20171114,0.148083,varswap,STOXX50E,1m
20171115,0.151863,varswap,STOXX50E,1m
20171116,0.148528,varswap,STOXX50E,1m
20171117,0.14774,varswap,STOXX50E,1m
20171120,0.136717,varswap,STOXX50E,1m
20171121,0.130849,varswap,STOXX50E,1m
20171122,0.13014,varswap,STOXX50E,1m
20171123,0.128883,varswap,STOXX50E,1m
20171124,0.134117,varswap,STOXX50E,1m
20171127,0.134179,varswap,STOXX50E,1m
20171128,0.129728,varswap,STOXX50E,1m
20171129,0.137545,varswap,STOXX50E,1m
20171130,0.1396,varswap,STOXX50E,1m
20171201,0.159832,varswap,STOXX50E,1m
20171204,0.143942,varswap,STOXX50E,1m
20171205,0.140972,varswap,STOXX50E,1m
20171206,0.147302,varswap,STOXX50E,1m
20171207,0.142466,varswap,STOXX50E,1m
20171208,0.135631,varswap,STOXX50E,1m
20171211,0.132414,varswap,STOXX50E,1m
20171212,0.128948,varswap,STOXX50E,1m
20171213,0.135184,varswap,STOXX50E,1m
20171214,0.136899,varswap,STOXX50E,1m
20171215,0.127284,varswap,STOXX50E,1m
20171218,0.111402,varswap,STOXX50E,1m
20171219,0.119277,varswap,STOXX50E,1m
20171220,0.131567,varswap,STOXX50E,1m
20171221,0.125302,varswap,STOXX50E,1m
20171222,0.12828,varswap,STOXX50E,1m
20171227,0.125912,varswap,STOXX50E,1m
20171228,0.133746,varswap,STOXX50E,1m
20171229,0.135684,varswap,STOXX50E,1m
20180102,0.128895,varswap,STOXX50E,1m
20180103,0.116947,varswap,STOXX50E,1m
20180104,0.110655,varswap,STOXX50E,1m
20180105,0.108794,varswap,STOXX50E,1m
20180108,0.106961,varswap,STOXX50E,1m
20180109,0.106004,varswap,STOXX50E,1m
20180110,0.112248,varswap,STOXX50E,1m
20180111,0.109707,varswap,STOXX50E,1m
20180112,0.108561,varswap,STOXX50E,1m
20180115,0.106852,varswap,STOXX50E,1m
20180116,0.110614,varswap,STOXX50E,1m
20180117,0.118145,varswap,STOXX50E,1m
20180118,0.117692,varswap,STOXX50E,1m
20180119,0.117846,varswap,STOXX50E,1m
20180122,0.114352,varswap,STOXX50E,1m
20180123,0.115097,varswap,STOXX50E,1m
20180124,0.122427,varswap,STOXX50E,1m
20180125,0.124442,varswap,STOXX50E,1m
20180126,0.124256,varswap,STOXX50E,1m
20180129,0.121002,varswap,STOXX50E,1m
20180130,0.139426,varswap,STOXX50E,1m
20180131,0.142603,varswap,STOXX50E,1m
20180201,0.154226,varswap,STOXX50E,1m
20180202,0.168233,varswap,STOXX50E,1m
20180205,0.17805,varswap,STOXX50E,1m
20180206,0.281445,varswap,STOXX50E,1m
20180207,0.206955,varswap,STOXX50E,1m
20180208,0.297511,varswap,STOXX50E,1m
20180209,0.335362,varswap,STOXX50E,1m
20180212,0.274564,varswap,STOXX50E,1m
20180213,0.252137,varswap,STOXX50E,1m
20180214,0.203774,varswap,STOXX50E,1m
20180215,0.201024,varswap,STOXX50E,1m
20180216,0.174178,varswap,STOXX50E,1m
20180219,0.184715,varswap,STOXX50E,1m
20180220,0.177679,varswap,STOXX50E,1m
20180221,0.179993,varswap,STOXX50E,1m
20180222,0.182256,varswap,STOXX50E,1m
20180223,0.17937,varswap,STOXX50E,1m
20180226,0.161139,varswap,STOXX50E,1m
20180227,0.168209,varswap,STOXX50E,1m
20180228,0.175763,varswap,STOXX50E,1m
20180301,0.200408,varswap,STOXX50E,1m
20180302,0.235174,varswap,STOXX50E,1m
20180305,0.186278,varswap,STOXX50E,1m
20180306,0.183108,varswap,STOXX50E,1m
20180307,0.179712,varswap,STOXX50E,1m
20180308,0.169526,varswap,STOXX50E,1m
20180309,0.157652,varswap,STOXX50E,1m
20180312,0.152477,varswap,STOXX50E,1m
20180313,0.163461,varswap,STOXX50E,1m
20180314,0.168438,varswap,STOXX50E,1m
20180315,0.160638,varswap,STOXX50E,1m
20180316,0.143001,varswap,STOXX50E,1m
20180319,0.164147,varswap,STOXX50E,1m
20180320,0.154551,varswap,STOXX50E,1m
20180321,0.153262,varswap,STOXX50E,1m
20180322,0.190418,varswap,STOXX50E,1m
20180323,0.216494,varswap,STOXX50E,1m
20180326,0.221918,varswap,STOXX50E,1m
20180327,0.194815,varswap,STOXX50E,1m
20180328,0.198694,varswap,STOXX50E,1m
20180329,0.184182,varswap,STOXX50E,1m
20180403,0.184533,varswap,STOXX50E,1m
20180404,0.192048,varswap,STOXX50E,1m
20180405,0.16924,varswap,STOXX50E,1m
20180406,0.171071,varswap,STOXX50E,1m
20180409,0.1682,varswap,STOXX50E,1m
20180410,0.160765,varswap,STOXX50E,1m
20180411,0.168984,varswap,STOXX50E,1m
20180412,0.155624,varswap,STOXX50E,1m
20180413,0.153508,varswap,STOXX50E,1m
20180416,0.141091,varswap,STOXX50E,1m
20180417,0.130909,varswap,STOXX50E,1m
20180418,0.129104,varswap,STOXX50E,1m
20180420,0.141444,varswap,STOXX50E,1m
20180423,0.133265,varswap,STOXX50E,1m
20180424,0.13414,varswap,STOXX50E,1m
20180425,0.148049,varswap,STOXX50E,1m
20180426,0.140439,varswap,STOXX50E,1m
20180427,0.136552,varswap,STOXX50E,1m
20180430,0.132243,varswap,STOXX50E,1m
20180502,0.130417,varswap,STOXX50E,1m
20180503,0.139972,varswap,STOXX50E,1m
20180504,0.130873,varswap,STOXX50E,1m
20180507,0.123522,varswap,STOXX50E,1m
20180508,0.128619,varswap,STOXX50E,1m
20180509,0.126868,varswap,STOXX50E,1m
20180510,0.122083,varswap,STOXX50E,1m
20180511,0.120795,varswap,STOXX50E,1m
20180514,0.121011,varswap,STOXX50E,1m
20180515,0.123933,varswap,STOXX50E,1m
20180516,0.132483,varswap,STOXX50E,1m
20180517,0.127633,varswap,STOXX50E,1m
20180518,0.139821,varswap,STOXX50E,1m
20180521,0.133814,varswap,STOXX50E,1m
20180522,0.125645,varswap,STOXX50E,1m
20180523,0.145817,varswap,STOXX50E,1m
20180524,0.15355,varswap,STOXX50E,1m
20180525,0.156648,varswap,STOXX50E,1m
20180528,0.17373,varswap,STOXX50E,1m
20180529,0.196778,varswap,STOXX50E,1m
20180530,0.172858,varswap,STOXX50E,1m
20180531,0.179696,varswap,STOXX50E,1m
20180601,0.153246,varswap,STOXX50E,1m
20180604,0.138257,varswap,STOXX50E,1m
20180605,0.139819,varswap,STOXX50E,1m
20180606,0.141227,varswap,STOXX50E,1m
20180607,0.138533,varswap,STOXX50E,1m
20180608,0.145814,varswap,STOXX50E,1m
20180611,0.13254,varswap,STOXX50E,1m
20180612,0.128248,varswap,STOXX50E,1m
20180613,0.124589,varswap,STOXX50E,1m
20180614,0.113602,varswap,STOXX50E,1m
20180615,0.122659,varswap,STOXX50E,1m
20180618,0.133539,varswap,STOXX50E,1m
20180619,0.144147,varswap,STOXX50E,1m
20180620,0.137347,varswap,STOXX50E,1m
20180621,0.156424,varswap,STOXX50E,1m
20180622,0.139667,varswap,STOXX50E,1m
20180625,0.171086,varswap,STOXX50E,1m
20180626,0.16751,varswap,STOXX50E,1m
20180627,0.162465,varswap,STOXX50E,1m
20180628,0.179443,varswap,STOXX50E,1m
20180629,0.165427,varswap,STOXX50E,1m
20180702,0.172029,varswap,STOXX50E,1m
20180703,0.158709,varswap,STOXX50E,1m
20180704,0.155652,varswap,STOXX50E,1m
20180705,0.153335,varswap,STOXX50E,1m
20180706,0.141836,varswap,STOXX50E,1m
20180709,0.133288,varswap,STOXX50E,1m
20180710,0.121718,varswap,STOXX50E,1m
20180711,0.140266,varswap,STOXX50E,1m
20180712,0.130397,varswap,STOXX50E,1m
20180713,0.123646,varswap,STOXX50E,1m
20180716,0.123924,varswap,STOXX50E,1m
20180717,0.12108,varswap,STOXX50E,1m
20180718,0.115618,varswap,STOXX50E,1m
20180719,0.123313,varswap,STOXX50E,1m
20180720,0.1362,varswap,STOXX50E,1m
20180723,0.135383,varswap,STOXX50E,1m
20180724,0.120902,varswap,STOXX50E,1m
20180725,0.128547,varswap,STOXX50E,1m
20180726,0.112938,varswap,STOXX50E,1m
20180727,0.110354,varswap,STOXX50E,1m
20180730,0.114542,varswap,STOXX50E,1m
20180731,0.11619,varswap,STOXX50E,1m
20180801,0.118698,varswap,STOXX50E,1m
20180802,0.135533,varswap,STOXX50E,1m
20180803,0.124077,varswap,STOXX50E,1m
20180806,0.121071,varswap,STOXX50E,1m
20180807,0.114217,varswap,STOXX50E,1m
20180808,0.117648,varswap,STOXX50E,1m
20180809,0.112813,varswap,STOXX50E,1m
20180810,0.145915,varswap,STOXX50E,1m
20180813,0.151718,varswap,STOXX50E,1m
20180814,0.150418,varswap,STOXX50E,1m
20180815,0.17663,varswap,STOXX50E,1m
20180816,0.159953,varswap,STOXX50E,1m
20180817,0.157492,varswap,STOXX50E,1m
20180820,0.139918,varswap,STOXX50E,1m
20180821,0.132736,varswap,STOXX50E,1m
20180822,0.135089,varswap,STOXX50E,1m
20180823,0.130698,varswap,STOXX50E,1m
20180824,0.129782,varswap,STOXX50E,1m
20180827,0.123588,varswap,STOXX50E,1m
20180828,0.126943,varswap,STOXX50E,1m
20180829,0.121444,varswap,STOXX50E,1m
20180830,0.134015,varswap,STOXX50E,1m
20180831,0.15081,varswap,STOXX50E,1m
20180903,0.14638,varswap,STOXX50E,1m
20180905,0.170616,varswap,STOXX50E,1m
20180906,0.170727,varswap,STOXX50E,1m
20180907,0.166086,varswap,STOXX50E,1m
20180910,0.155014,varswap,STOXX50E,1m
20180911,0.155891,varswap,STOXX50E,1m
20180912,0.151969,varswap,STOXX50E,1m
20180913,0.147096,varswap,STOXX50E,1m
20180914,0.139835,varswap,STOXX50E,1m
20180917,0.14254,varswap,STOXX50E,1m
20180918,0.140292,varswap,STOXX50E,1m
20180919,0.13452,varswap,STOXX50E,1m
20180920,0.13099,varswap,STOXX50E,1m
20180921,0.128215,varswap,STOXX50E,1m
20180924,0.131643,varswap,STOXX50E,1m
20180925,0.126415,varswap,STOXX50E,1m
20180926,0.122859,varswap,STOXX50E,1m
20180927,0.124865,varswap,STOXX50E,1m
20180928,0.148184,varswap,STOXX50E,1m
20181001,0.136067,varswap,STOXX50E,1m
20181002,0.152621,varswap,STOXX50E,1m
20181003,0.142318,varswap,STOXX50E,1m
20181004,0.154657,varswap,STOXX50E,1m
20181005,0.163812,varswap,STOXX50E,1m
20181008,0.168006,varswap,STOXX50E,1m
20181009,0.162833,varswap,STOXX50E,1m
20181010,0.180841,varswap,STOXX50E,1m
20181011,0.209313,varswap,STOXX50E,1m
20181012,0.20018,varswap,STOXX50E,1m
20181015,0.186467,varswap,STOXX50E,1m
20181016,0.162716,varswap,STOXX50E,1m
20181017,0.164645,varswap,STOXX50E,1m
20181018,0.176607,varswap,STOXX50E,1m
20181019,0.18437,varswap,STOXX50E,1m
20181022,0.186608,varswap,STOXX50E,1m
20181023,0.208361,varswap,STOXX50E,1m
20181025,0.203595,varswap,STOXX50E,1m
20181026,0.230585,varswap,STOXX50E,1m
20181029,0.212231,varswap,STOXX50E,1m
20181030,0.211793,varswap,STOXX50E,1m
20181031,0.194132,varswap,STOXX50E,1m
20181101,0.178026,varswap,STOXX50E,1m
20181102,0.183741,varswap,STOXX50E,1m
20181105,0.17268,varswap,STOXX50E,1m
20181106,0.171163,varswap,STOXX50E,1m
20181107,0.156136,varswap,STOXX50E,1m
20181108,0.154211,varswap,STOXX50E,1m
20181109,0.158417,varswap,STOXX50E,1m
20181112,0.168284,varswap,STOXX50E,1m
20181113,0.164463,varswap,STOXX50E,1m
20181114,0.182373,varswap,STOXX50E,1m
20181115,0.196244,varswap,STOXX50E,1m
20181116,0.177419,varswap,STOXX50E,1m
20181119,0.173421,varswap,STOXX50E,1m
20181120,0.19149,varswap,STOXX50E,1m
20181121,0.178152,varswap,STOXX50E,1m
20181122,0.187476,varswap,STOXX50E,1m
20181123,0.188034,varswap,STOXX50E,1m
20181126,0.180677,varswap,STOXX50E,1m
20181127,0.186276,varswap,STOXX50E,1m
20181128,0.188069,varswap,STOXX50E,1m
20181129,0.191037,varswap,STOXX50E,1m
20181130,0.189124,varswap,STOXX50E,1m
20181203,0.172087,varswap,STOXX50E,1m
20181204,0.177256,varswap,STOXX50E,1m
20181205,0.198334,varswap,STOXX50E,1m
20181206,0.247448,varswap,STOXX50E,1m
20181207,0.23075,varswap,STOXX50E,1m
20181210,0.244325,varswap,STOXX50E,1m
20181211,0.226644,varswap,STOXX50E,1m
20181212,0.21265,varswap,STOXX50E,1m
20181213,0.207646,varswap,STOXX50E,1m
20181214,0.209989,varswap,STOXX50E,1m
20181217,0.213912,varswap,STOXX50E,1m
20181218,0.218349,varswap,STOXX50E,1m
20181219,0.215152,varswap,STOXX50E,1m
20181220,0.227303,varswap,STOXX50E,1m
20181221,0.225389,varswap,STOXX50E,1m
