date,value,name
20170721,0.243374,SX7E
20170724,0.234471,SX7E
20170725,0.225529,SX7E
20170726,0.221813,SX7E
20170727,0.223287,SX7E
20170728,0.226709,SX7E
20170731,0.231614,SX7E
20170801,0.229033,SX7E
20170802,0.231046,SX7E
20170804,0.224091,SX7E
20170807,0.222758,SX7E
20170808,0.222341,SX7E
20170809,0.235823,SX7E
20170810,0.255344,SX7E
20170811,0.27109,SX7E
20170814,0.252639,SX7E
20170815,0.24341,SX7E
20170816,0.234033,SX7E
20170817,0.24828,SX7E
20170818,0.251329,SX7E
20170821,0.254334,SX7E
20170822,0.25115,SX7E
20170823,0.252823,SX7E
20170824,0.250732,SX7E
20170825,0.25166,SX7E
20170828,0.254203,SX7E
20170829,0.260562,SX7E
20170830,0.259517,SX7E
20170831,0.253924,SX7E
20170901,0.247431,SX7E
20170904,0.251048,SX7E
20170905,0.259956,SX7E
20170906,0.262471,SX7E
20170907,0.262509,SX7E
20170908,0.261395,SX7E
20170911,0.247457,SX7E
20170913,0.236421,SX7E
20170914,0.236531,SX7E
20170915,0.239204,SX7E
20170918,0.234341,SX7E
20170919,0.229861,SX7E
20170920,0.230114,SX7E
20170921,0.228585,SX7E
20170922,0.22704,SX7E
20170925,0.233169,SX7E
20170926,0.23092,SX7E
20170927,0.227579,SX7E
20170928,0.228443,SX7E
20170929,0.224388,SX7E
20171002,0.223786,SX7E
20171003,0.223246,SX7E
20171004,0.239531,SX7E
20171005,0.235684,SX7E
20171006,0.238037,SX7E
20171009,0.238163,SX7E
20171010,0.240991,SX7E
20171011,0.235536,SX7E
20171012,0.237967,SX7E
20171013,0.229683,SX7E
20171016,0.231332,SX7E
20171017,0.227127,SX7E
20171018,0.224416,SX7E
20171019,0.231995,SX7E
20171020,0.232752,SX7E
20171023,0.231513,SX7E
20171024,0.22109,SX7E
20171025,0.225979,SX7E
20171026,0.22185,SX7E
20171027,0.227186,SX7E
20171030,0.224732,SX7E
20171031,0.224977,SX7E
20171101,0.22274,SX7E
20171102,0.217723,SX7E
20171103,0.220739,SX7E
20171106,0.223302,SX7E
20171107,0.217527,SX7E
20171108,0.219739,SX7E
20171109,0.22759,SX7E
20171110,0.230473,SX7E
20171113,0.22872,SX7E
20171114,0.233409,SX7E
20171115,0.236538,SX7E
20171116,0.236836,SX7E
20171117,0.233857,SX7E
20171120,0.226119,SX7E
20171121,0.213358,SX7E
20171122,0.205693,SX7E
20171123,0.205834,SX7E
20171124,0.211559,SX7E
20171127,0.213366,SX7E
20171128,0.210307,SX7E
20171129,0.210018,SX7E
20171130,0.217264,SX7E
20171201,0.221175,SX7E
20171204,0.213985,SX7E
20171205,0.215545,SX7E
20171206,0.222016,SX7E
20171207,0.22251,SX7E
20171208,0.21962,SX7E
20171211,0.218575,SX7E
20171212,0.213894,SX7E
20171213,0.223698,SX7E
20171214,0.227922,SX7E
20171215,0.228759,SX7E
20171218,0.219243,SX7E
20171219,0.218974,SX7E
20171220,0.222727,SX7E
20171221,0.22163,SX7E
20171222,0.221935,SX7E
20171227,0.221541,SX7E
20171228,0.221658,SX7E
20171229,0.224421,SX7E
20180102,0.225117,SX7E
20180103,0.216806,SX7E
20180104,0.218044,SX7E
20180105,0.2134,SX7E
20180108,0.210215,SX7E
20180109,0.210453,SX7E
20180110,0.211383,SX7E
20180111,0.214814,SX7E
20180112,0.218184,SX7E
20180115,0.215545,SX7E
20180116,0.214683,SX7E
20180117,0.216139,SX7E
20180118,0.218862,SX7E
20180119,0.217548,SX7E
20180122,0.21145,SX7E
20180123,0.21316,SX7E
20180124,0.211886,SX7E
20180125,0.2141,SX7E
20180126,0.21592,SX7E
20180129,0.215897,SX7E
20180130,0.22848,SX7E
20180131,0.222233,SX7E
20180201,0.22693,SX7E
20180202,0.230673,SX7E
20180205,0.235346,SX7E
20180206,0.270412,SX7E
20180207,0.250572,SX7E
20180208,0.273455,SX7E
20180209,0.296025,SX7E
20180212,0.270642,SX7E
20180213,0.270634,SX7E
20180214,0.248412,SX7E
20180215,0.245923,SX7E
20180219,0.23745,SX7E
20180220,0.238197,SX7E
20180221,0.238207,SX7E
20180222,0.240322,SX7E
20180223,0.243122,SX7E
20180226,0.229327,SX7E
20180227,0.236206,SX7E
20180228,0.247184,SX7E
20180301,0.258929,SX7E
20180302,0.279633,SX7E
20180305,0.267402,SX7E
20180306,0.257611,SX7E
20180307,0.254925,SX7E
20180308,0.239166,SX7E
20180309,0.22727,SX7E
20180312,0.227691,SX7E
20180313,0.224982,SX7E
20180314,0.233694,SX7E
20180315,0.236401,SX7E
20180316,0.227766,SX7E
20180319,0.233517,SX7E
20180320,0.231456,SX7E
20180321,0.230768,SX7E
20180322,0.254854,SX7E
20180323,0.261702,SX7E
20180326,0.257196,SX7E
20180327,0.25228,SX7E
20180328,0.2465,SX7E
20180329,0.236489,SX7E
20180403,0.239344,SX7E
20180404,0.248417,SX7E
20180405,0.233882,SX7E
20180406,0.237924,SX7E
20180409,0.236611,SX7E
20180410,0.23607,SX7E
20180411,0.239715,SX7E
20180412,0.240068,SX7E
20180413,0.233125,SX7E
20180416,0.223798,SX7E
20180417,0.2159,SX7E
20180418,0.212424,SX7E
20180419,0.205509,SX7E
20180420,0.202059,SX7E
20180423,0.19777,SX7E
20180424,0.19493,SX7E
20180425,0.2002,SX7E
20180426,0.199363,SX7E
20180427,0.198,SX7E
20180430,0.194907,SX7E
20180502,0.189659,SX7E
20180503,0.192448,SX7E
20180504,0.192578,SX7E
20180507,0.192217,SX7E
20180508,0.197179,SX7E
20180509,0.191053,SX7E
20180510,0.190172,SX7E
20180511,0.187362,SX7E
20180514,0.185916,SX7E
20180515,0.186076,SX7E
20180516,0.206274,SX7E
20180517,0.207685,SX7E
20180518,0.229695,SX7E
20180521,0.227579,SX7E
20180522,0.21537,SX7E
20180523,0.23773,SX7E
20180524,0.247516,SX7E
20180525,0.252475,SX7E
20180528,0.273093,SX7E
20180529,0.322655,SX7E
20180530,0.298692,SX7E
20180531,0.305995,SX7E
20180601,0.269289,SX7E
20180604,0.255268,SX7E
20180605,0.263396,SX7E
20180606,0.267358,SX7E
20180607,0.267158,SX7E
20180608,0.279383,SX7E
20180611,0.257064,SX7E
20180612,0.247572,SX7E
20180613,0.2375,SX7E
20180614,0.219702,SX7E
20180615,0.237044,SX7E
20180618,0.2383,SX7E
20180619,0.241391,SX7E
20180620,0.23311,SX7E
20180621,0.243596,SX7E
20180622,0.237848,SX7E
20180625,0.248601,SX7E
20180626,0.250774,SX7E
20180627,0.25502,SX7E
20180628,0.257359,SX7E
20180629,0.25347,SX7E
20180702,0.261705,SX7E
20180703,0.253494,SX7E
20180704,0.244774,SX7E
20180705,0.236857,SX7E
20180709,0.225031,SX7E
20180710,0.217571,SX7E
20180711,0.218037,SX7E
20180712,0.216082,SX7E
20180713,0.212599,SX7E
20180716,0.208816,SX7E
20180717,0.209409,SX7E
20180718,0.206651,SX7E
20180719,0.205585,SX7E
20180720,0.206148,SX7E
20180723,0.207218,SX7E
20180724,0.203339,SX7E
20180725,0.206472,SX7E
20180726,0.210471,SX7E
20180727,0.212034,SX7E
20180730,0.212854,SX7E
20180731,0.215348,SX7E
20180801,0.218806,SX7E
20180802,0.228921,SX7E
20180803,0.227343,SX7E
20180806,0.225954,SX7E
20180807,0.220798,SX7E
20180808,0.218802,SX7E
20180809,0.223563,SX7E
20180810,0.259188,SX7E
20180813,0.265313,SX7E
20180814,0.261112,SX7E
20180815,0.270215,SX7E
20180816,0.259445,SX7E
20180817,0.252296,SX7E
20180820,0.239794,SX7E
20180821,0.22322,SX7E
20180822,0.224428,SX7E
20180823,0.229598,SX7E
20180824,0.228371,SX7E
20180827,0.225587,SX7E
20180828,0.228537,SX7E
20180829,0.22534,SX7E
20180830,0.236,SX7E
20180831,0.250856,SX7E
20180903,0.242371,SX7E
20180904,0.241583,SX7E
20180905,0.243287,SX7E
20180906,0.248053,SX7E
20180907,0.255754,SX7E
20180910,0.249263,SX7E
20180911,0.245722,SX7E
20180912,0.248194,SX7E
20180913,0.24828,SX7E
20180914,0.242912,SX7E
20180917,0.238897,SX7E
20180918,0.233318,SX7E
20180919,0.227114,SX7E
20180920,0.231411,SX7E
20180921,0.233766,SX7E
20180924,0.239013,SX7E
20180925,0.240872,SX7E
20180926,0.237102,SX7E
20180927,0.242504,SX7E
20180928,0.262246,SX7E
20181001,0.2532,SX7E
20181002,0.261193,SX7E
20181003,0.251522,SX7E
20181004,0.252517,SX7E
20181005,0.257582,SX7E
20181008,0.261909,SX7E
20181009,0.257811,SX7E
20181010,0.259295,SX7E
20181011,0.270709,SX7E
20181012,0.265934,SX7E
20181015,0.260564,SX7E
20181016,0.256385,SX7E
20181017,0.258804,SX7E
20181018,0.269588,SX7E
20181019,0.283967,SX7E
20181022,0.291062,SX7E
20181023,0.297835,SX7E
20181025,0.295469,SX7E
20181026,0.316271,SX7E
20181029,0.295637,SX7E
20181030,0.300205,SX7E
20181031,0.288791,SX7E
20181101,0.277838,SX7E
20181102,0.270531,SX7E
20181105,0.270489,SX7E
20181106,0.266632,SX7E
20181107,0.249909,SX7E
20181108,0.241365,SX7E
20181109,0.247191,SX7E
20181112,0.250324,SX7E
20181113,0.246544,SX7E
20181114,0.254052,SX7E
20181115,0.270482,SX7E
20181116,0.265049,SX7E
20181119,0.258189,SX7E
20181120,0.277582,SX7E
20181121,0.269159,SX7E
20181122,0.271594,SX7E
20181123,0.271552,SX7E
20181126,0.261957,SX7E
20181127,0.26758,SX7E
20181128,0.268266,SX7E
20181129,0.270178,SX7E
20181130,0.274856,SX7E
20181203,0.259607,SX7E
20181204,0.267111,SX7E
20181205,0.273184,SX7E
20181206,0.309318,SX7E
20181207,0.305881,SX7E
20181210,0.321765,SX7E
20181211,0.316639,SX7E
20181212,0.317497,SX7E
20181213,0.309599,SX7E
20181214,0.321916,SX7E
20181217,0.321549,SX7E
20181218,0.320681,SX7E
20181219,0.319832,SX7E
20181220,0.335099,SX7E
20181221,0.343173,SX7E
20161227,0.157004,SPX
20161228,0.164384,SPX
20161229,0.166575,SPX
20161230,0.171421,SPX
20170103,0.157432,SPX
20170104,0.147808,SPX
20170105,0.146946,SPX
20170106,0.147354,SPX
20170109,0.146663,SPX
20170110,0.146455,SPX
20170111,0.145798,SPX
20170112,0.143972,SPX
20170113,0.148403,SPX
20170117,0.149296,SPX
20170118,0.148687,SPX
20170119,0.151928,SPX
20170120,0.144437,SPX
20170123,0.145604,SPX
20170124,0.137795,SPX
20170125,0.135868,SPX
20170126,0.13688,SPX
20170127,0.13599,SPX
20170130,0.14342,SPX
20170131,0.143837,SPX
20170201,0.141344,SPX
20170202,0.145275,SPX
20170203,0.13813,SPX
20170206,0.141188,SPX
20170207,0.142586,SPX
20170208,0.145271,SPX
20170209,0.142419,SPX
20170210,0.139246,SPX
20170213,0.135341,SPX
20170214,0.130607,SPX
20170215,0.133951,SPX
20170216,0.135726,SPX
20170217,0.138457,SPX
20170221,0.137877,SPX
20170222,0.142359,SPX
20170223,0.147964,SPX
20170224,0.145384,SPX
20170227,0.145947,SPX
20170228,0.151233,SPX
20170301,0.145315,SPX
20170302,0.146468,SPX
20170303,0.139084,SPX
20170306,0.139118,SPX
20170307,0.139418,SPX
20170308,0.139953,SPX
20170309,0.145412,SPX
20170310,0.140162,SPX
20170313,0.14105,SPX
20170314,0.143314,SPX
20170315,0.139357,SPX
20170316,0.135449,SPX
20170317,0.137615,SPX
20170320,0.136281,SPX
20170321,0.144067,SPX
20170322,0.143944,SPX
20170323,0.145442,SPX
20170324,0.146051,SPX
20170327,0.14097,SPX
20170328,0.135105,SPX
20170329,0.133319,SPX
20170330,0.133019,SPX
20170331,0.136179,SPX
20170403,0.135575,SPX
20170404,0.13203,SPX
20170405,0.138315,SPX
20170406,0.136462,SPX
20170407,0.140408,SPX
20170410,0.14435,SPX
20170411,0.150201,SPX
20170412,0.152319,SPX
20170413,0.155362,SPX
20170417,0.147347,SPX
20170418,0.147503,SPX
20170419,0.152043,SPX
20170420,0.145868,SPX
20170421,0.147529,SPX
20170424,0.126017,SPX
20170425,0.126355,SPX
20170426,0.128255,SPX
20170427,0.127568,SPX
20170428,0.128144,SPX
20170501,0.126232,SPX
20170502,0.126349,SPX
20170503,0.128513,SPX
20170504,0.1269,SPX
20170505,0.129336,SPX
20170508,0.124829,SPX
20170509,0.126037,SPX
20170510,0.128163,SPX
20170511,0.130981,SPX
20170512,0.130227,SPX
20170515,0.125975,SPX
20170516,0.12567,SPX
20170517,0.151946,SPX
20170518,0.14872,SPX
20170519,0.136987,SPX
20170522,0.129313,SPX
20170523,0.127498,SPX
20170524,0.124807,SPX
20170525,0.123698,SPX
20170526,0.123536,SPX
20170530,0.125727,SPX
20170531,0.125418,SPX
20170601,0.120622,SPX
20170602,0.12064,SPX
20170605,0.123391,SPX
20170606,0.128731,SPX
20170607,0.128536,SPX
20170608,0.125381,SPX
20170609,0.129861,SPX
20170612,0.129681,SPX
20170613,0.124353,SPX
20170614,0.126675,SPX
20170615,0.12764,SPX
20170616,0.124878,SPX
20170619,0.1208,SPX
20170620,0.126151,SPX
20170621,0.125971,SPX
20170622,0.125315,SPX
20170623,0.122025,SPX
20170626,0.121752,SPX
20170627,0.131469,SPX
20170628,0.125027,SPX
20170629,0.134581,SPX
20170630,0.13347,SPX
20170703,0.132329,SPX
20170705,0.12921,SPX
20170706,0.141252,SPX
20170707,0.135361,SPX
20170710,0.132586,SPX
20170711,0.132476,SPX
20170712,0.127964,SPX
20170713,0.126062,SPX
20170714,0.123228,SPX
20170717,0.121402,SPX
20170718,0.12082,SPX
20170719,0.118932,SPX
20170720,0.11857,SPX
20170721,0.117498,SPX
20170724,0.115282,SPX
20170725,0.116846,SPX
20170726,0.116696,SPX
20170727,0.120853,SPX
20170728,0.12428,SPX
20170731,0.12304,SPX
20170801,0.119952,SPX
20170802,0.122404,SPX
20170803,0.126178,SPX
20170804,0.125916,SPX
20170807,0.123364,SPX
20170808,0.129844,SPX
20170809,0.135958,SPX
20170810,0.162982,SPX
20170811,0.161412,SPX
20170814,0.136507,SPX
20170815,0.134988,SPX
20170816,0.133199,SPX
20170817,0.158881,SPX
20170818,0.156555,SPX
20170821,0.149232,SPX
20170822,0.134707,SPX
20170823,0.141338,SPX
20170824,0.143748,SPX
20170825,0.14011,SPX
20170828,0.138899,SPX
20170829,0.140699,SPX
20170830,0.139364,SPX
20170831,0.136001,SPX
20170901,0.133276,SPX
20170905,0.145698,SPX
20170906,0.14175,SPX
20170907,0.142611,SPX
20170908,0.146558,SPX
20170911,0.135104,SPX
20170912,0.132866,SPX
20170913,0.129679,SPX
20170914,0.129461,SPX
20170915,0.127716,SPX
20170918,0.124483,SPX
20170919,0.124016,SPX
20170920,0.122963,SPX
20170921,0.124701,SPX
20170922,0.126065,SPX
20170925,0.129234,SPX
20170926,0.129095,SPX
20170927,0.128808,SPX
20170928,0.125946,SPX
20170929,0.124398,SPX
20171002,0.121355,SPX
20171003,0.12263,SPX
20171004,0.123282,SPX
20171005,0.122028,SPX
20171006,0.123469,SPX
20171009,0.125081,SPX
20171010,0.122988,SPX
20171011,0.121216,SPX
20171012,0.121682,SPX
20171013,0.121336,SPX
20171016,0.118833,SPX
20171017,0.121041,SPX
20171018,0.120166,SPX
20171019,0.121649,SPX
20171020,0.12171,SPX
20171023,0.124684,SPX
20171024,0.126055,SPX
20171025,0.132482,SPX
20171026,0.133731,SPX
20171027,0.126004,SPX
20171030,0.12441,SPX
20171031,0.12356,SPX
20171101,0.126836,SPX
20171102,0.128421,SPX
20171103,0.12528,SPX
20171106,0.126591,SPX
20171107,0.129493,SPX
20171108,0.129929,SPX
20171109,0.135756,SPX
20171110,0.139761,SPX
20171113,0.142187,SPX
20171114,0.14016,SPX
20171115,0.147724,SPX
20171116,0.141198,SPX
20171117,0.139779,SPX
20171120,0.134327,SPX
20171121,0.126902,SPX
20171122,0.126678,SPX
20171124,0.124575,SPX
20171127,0.125239,SPX
20171128,0.123477,SPX
20171129,0.127387,SPX
20171130,0.128381,SPX
20171201,0.134125,SPX
20171204,0.13178,SPX
20171205,0.134103,SPX
20171206,0.134318,SPX
20171207,0.131563,SPX
20171208,0.125251,SPX
20171211,0.121947,SPX
20171212,0.123503,SPX
20171213,0.125576,SPX
20171214,0.128546,SPX
20171215,0.12454,SPX
20171218,0.121862,SPX
20171219,0.125106,SPX
20171220,0.124056,SPX
20171221,0.125667,SPX
20171222,0.127255,SPX
20171226,0.125968,SPX
20171227,0.12565,SPX
20171228,0.125264,SPX
20171229,0.133087,SPX
20180102,0.12452,SPX
20180103,0.124064,SPX
20180104,0.119034,SPX
20180105,0.121606,SPX
20180108,0.120174,SPX
20180109,0.123691,SPX
20180110,0.122047,SPX
20180111,0.121102,SPX
20180112,0.122929,SPX
20180116,0.129626,SPX
20180117,0.129933,SPX
20180118,0.133087,SPX
20180119,0.128302,SPX
20180122,0.128555,SPX
20180123,0.12832,SPX
20180124,0.133457,SPX
20180125,0.133793,SPX
20180126,0.133791,SPX
20180129,0.146675,SPX
20180130,0.153622,SPX
20180131,0.147778,SPX
20180201,0.146449,SPX
20180202,0.166141,SPX
20180205,0.243846,SPX
20180206,0.207613,SPX
20180207,0.220897,SPX
20180208,0.292707,SPX
20180209,0.259194,SPX
20180212,0.225061,SPX
20180213,0.224378,SPX
20180214,0.206232,SPX
20180215,0.189198,SPX
20180216,0.19003,SPX
20180220,0.196034,SPX
20180221,0.19634,SPX
20180222,0.18726,SPX
20180223,0.170402,SPX
20180226,0.165435,SPX
20180227,0.188361,SPX
20180228,0.195952,SPX
20180301,0.213162,SPX
20180302,0.19826,SPX
20180305,0.187245,SPX
20180306,0.186964,SPX
20180307,0.185147,SPX
20180308,0.179723,SPX
20180309,0.16213,SPX
20180312,0.171936,SPX
20180313,0.178592,SPX
20180314,0.185258,SPX
20180315,0.181662,SPX
20180316,0.173344,SPX
20180319,0.192497,SPX
20180320,0.190171,SPX
20180321,0.184662,SPX
20180322,0.213159,SPX
20180323,0.23611,SPX
20180326,0.209176,SPX
20180327,0.223294,SPX
20180328,0.222812,SPX
20180329,0.203393,SPX
20180402,0.219467,SPX
20180403,0.206899,SPX
20180404,0.200097,SPX
20180405,0.194444,SPX
20180406,0.213245,SPX
20180409,0.212407,SPX
20180410,0.201094,SPX
20180411,0.20025,SPX
20180412,0.190116,SPX
20180413,0.184103,SPX
20180416,0.173396,SPX
20180417,0.163787,SPX
20180418,0.166678,SPX
20180419,0.17058,SPX
20180420,0.177455,SPX
20180423,0.17308,SPX
20180424,0.182095,SPX
20180425,0.183144,SPX
20180426,0.172571,SPX
20180427,0.169621,SPX
20180430,0.171249,SPX
20180501,0.166285,SPX
20180502,0.169909,SPX
20180503,0.170248,SPX
20180504,0.164239,SPX
20180507,0.163529,SPX
20180508,0.162212,SPX
20180509,0.155074,SPX
20180510,0.146707,SPX
20180511,0.145069,SPX
20180514,0.143481,SPX
20180515,0.153412,SPX
20180516,0.148936,SPX
20180517,0.148146,SPX
20180518,0.150077,SPX
20180521,0.143212,SPX
20180522,0.145355,SPX
20180523,0.141586,SPX
20180524,0.140375,SPX
20180525,0.142943,SPX
20180529,0.167885,SPX
20180530,0.15661,SPX
20180531,0.159442,SPX
20180601,0.14811,SPX
20180604,0.142993,SPX
20180605,0.144022,SPX
20180606,0.136783,SPX
20180607,0.139383,SPX
20180608,0.140494,SPX
20180611,0.138931,SPX
20180612,0.139832,SPX
20180613,0.144013,SPX
20180614,0.13848,SPX
20180615,0.139286,SPX
20180618,0.139006,SPX
20180619,0.144664,SPX
20180620,0.142308,SPX
20180621,0.152973,SPX
20180622,0.150211,SPX
20180625,0.174642,SPX
20180626,0.167428,SPX
20180627,0.181607,SPX
20180628,0.175059,SPX
20180629,0.170265,SPX
20180702,0.165183,SPX
20180703,0.169216,SPX
20180705,0.161716,SPX
20180706,0.153141,SPX
20180709,0.141455,SPX
20180710,0.140958,SPX
20180711,0.150208,SPX
20180712,0.142904,SPX
20180713,0.141352,SPX
20180716,0.139644,SPX
20180717,0.137488,SPX
20180718,0.137578,SPX
20180719,0.144457,SPX
20180720,0.145232,SPX
20180723,0.144027,SPX
20180724,0.142132,SPX
20180725,0.138427,SPX
20180726,0.140177,SPX
20180727,0.143166,SPX
20180730,0.148382,SPX
20180731,0.144406,SPX
20180801,0.147217,SPX
20180802,0.144105,SPX
20180803,0.141029,SPX
20180806,0.13568,SPX
20180807,0.133011,SPX
20180808,0.132683,SPX
20180809,0.136198,SPX
20180810,0.148219,SPX
20180813,0.156711,SPX
20180814,0.148166,SPX
20180815,0.158952,SPX
20180816,0.152346,SPX
20180817,0.148076,SPX
20180820,0.144801,SPX
20180821,0.143495,SPX
20180822,0.145766,SPX
20180823,0.146642,SPX
20180824,0.144395,SPX
20180827,0.14148,SPX
20180828,0.143568,SPX
20180829,0.145397,SPX
20180830,0.152819,SPX
20180831,0.149131,SPX
20180904,0.14875,SPX
20180905,0.15325,SPX
20180906,0.15766,SPX
20180907,0.158804,SPX
20180910,0.153811,SPX
20180911,0.147867,SPX
20180912,0.14519,SPX
20180913,0.13924,SPX
20180914,0.13731,SPX
20180917,0.142219,SPX
20180918,0.144236,SPX
20180919,0.139723,SPX
20180920,0.138827,SPX
20180921,0.140414,SPX
20180924,0.143022,SPX
20180925,0.146401,SPX
20180926,0.148591,SPX
20180927,0.144344,SPX
20180928,0.143626,SPX
20181001,0.143228,SPX
20181002,0.145402,SPX
20181003,0.145241,SPX
20181004,0.155354,SPX
20181005,0.164246,SPX
20181008,0.162632,SPX
20181009,0.164471,SPX
20181010,0.20295,SPX
20181011,0.21792,SPX
20181012,0.198698,SPX
20181015,0.200722,SPX
20181016,0.179609,SPX
20181017,0.180552,SPX
20181018,0.198584,SPX
20181019,0.201572,SPX
20181022,0.197432,SPX
20181023,0.205841,SPX
20181024,0.228464,SPX
20181025,0.222767,SPX
20181026,0.230747,SPX
20181029,0.232343,SPX
20181030,0.225957,SPX
20181031,0.21272,SPX
20181101,0.203639,SPX
20181102,0.208321,SPX
20181105,0.203326,SPX
20181106,0.198157,SPX
20181107,0.177012,SPX
20181108,0.178083,SPX
20181109,0.188131,SPX
20181112,0.203941,SPX
20181113,0.206613,SPX
20181114,0.215416,SPX
20181115,0.211186,SPX
20181116,0.202605,SPX
20181119,0.21371,SPX
20181120,0.227558,SPX
20181121,0.219932,SPX
20181123,0.222245,SPX
20181126,0.202711,SPX
20181127,0.200778,SPX
20181128,0.193888,SPX
20181129,0.199152,SPX
20181130,0.192364,SPX
20181203,0.178455,SPX
20181204,0.21192,SPX
20181206,0.215544,SPX
20181207,0.232952,SPX
20181210,0.223201,SPX
20181211,0.220614,SPX
20181212,0.216972,SPX
20181213,0.216466,SPX
20181214,0.225616,SPX
20181217,0.237601,SPX
20181218,0.239014,SPX
20181219,0.237607,SPX
20181220,0.255329,SPX
20181221,0.25964,SPX
